"UID","age","answers","email","screenHeight","screenWidth","sex","userFeedback","version"
"f36b38d8-228a-4cee-8463-cc68b804bac1","19","[{""S"":""8""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""9""},{""S"":""9""},{""S"":""10""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""10""},{""S"":""8""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""8""},{""S"":""6""},{""S"":""6""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""8""},{""S"":""7""},{""S"":""10""},{""S"":""8""},{""S"":""8""},{""S"":""5""},{""S"":""10""},{""S"":""6""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""8""}]","'-1390601326","900","1440","female","","2"
"aff921ec-b48a-4959-9c39-7799471de481","20","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""6""},{""S"":""9""},{""S"":""8""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""6""},{""S"":""10""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""10""},{""S"":""7""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""7""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""9""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""8""}]","679724066","900","1440","female","","2"
"1119b601-2841-483d-a883-b3ea764fc55d","36","[{""S"":""6""},{""S"":""8""},{""S"":""6""},{""S"":""6""},{""S"":""9""},{""S"":""8""},{""S"":""5""},{""S"":""5""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""7""},{""S"":""6""},{""S"":""6""},{""S"":""8""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""5""},{""S"":""3""},{""S"":""9""},{""S"":""4""},{""S"":""2""},{""S"":""6""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""8""},{""S"":""10""},{""S"":""5""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""8""},{""S"":""1""},{""S"":""6""},{""S"":""8""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""5""},{""S"":""7""},{""S"":""8""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""8""},{""S"":""3""},{""S"":""7""},{""S"":""3""},{""S"":""8""},{""S"":""10""},{""S"":""6""}]","'-2086455744","864","1536","male","","1"
"2bffbe05-e53f-418b-a41e-d36fd61cc92d","20","[{""S"":""8""},{""S"":""3""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""9""},{""S"":""4""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""10""},{""S"":""5""},{""S"":""10""},{""S"":""10""},{""S"":""5""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""7""},{""S"":""2""},{""S"":""9""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""5""},{""S"":""7""},{""S"":""9""},{""S"":""1""},{""S"":""8""},{""S"":""4""},{""S"":""6""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""10""},{""S"":""5""},{""S"":""10""},{""S"":""9""},{""S"":""3""},{""S"":""5""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""4""},{""S"":""7""},{""S"":""9""}]","'-869647528","900","1440","male","","3"
"540789fe-1630-4033-8125-fd284073423b","36","[{""S"":""9""},{""S"":""3""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""10""},{""S"":""4""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""7""},{""S"":""5""},{""S"":""10""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""7""},{""S"":""6""},{""S"":""6""},{""S"":""2""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""6""},{""S"":""9""},{""S"":""1""},{""S"":""8""},{""S"":""4""},{""S"":""6""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""8""},{""S"":""9""},{""S"":""3""},{""S"":""5""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""4""},{""S"":""7""},{""S"":""10""}]","'-1722938657","720","1280","female","","3"
"6f232cf6-05fe-4993-bf18-d002c8ef3c15","19","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""4""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""4""},{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""8""}]","477986760","900","1440","female","","2"
"9e5dfb0a-e54c-4a7b-9d03-ec467adfc3fb","18","[{""S"":""8""},{""S"":""3""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""9""},{""S"":""8""},{""S"":""6""},{""S"":""10""},{""S"":""4""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""5""},{""S"":""10""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""6""},{""S"":""2""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""5""},{""S"":""6""},{""S"":""9""},{""S"":""1""},{""S"":""8""},{""S"":""4""},{""S"":""7""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""10""},{""S"":""5""},{""S"":""8""},{""S"":""9""},{""S"":""3""},{""S"":""5""},{""S"":""10""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""4""},{""S"":""7""},{""S"":""9""}]","'-1594047447","1440","2560","male","","3"
"8483a2b2-d01b-4413-a881-41a83fe4c494","18","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""9""},{""S"":""10""},{""S"":""9""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""7""},{""S"":""9""},{""S"":""9""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""6""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""8""},{""S"":""6""},{""S"":""8""},{""S"":""6""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""9""}]","'-1031555632","900","1440","female","","2"
"f01336bd-397d-4440-8501-db740aad422d","19","[{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""5""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""9""},{""S"":""6""},{""S"":""10""},{""S"":""5""},{""S"":""3""},{""S"":""8""},{""S"":""4""},{""S"":""2""},{""S"":""6""},{""S"":""7""},{""S"":""8""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""10""},{""S"":""1""},{""S"":""9""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""9""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""3""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""10""},{""S"":""7""}]","1772107283","900","1440","female","","1"
"bed36dbe-4e4a-411a-acbb-55b51befc70b","19","[{""S"":""10""},{""S"":""3""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""8""},{""S"":""6""},{""S"":""10""},{""S"":""4""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""9""},{""S"":""5""},{""S"":""10""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""7""},{""S"":""6""},{""S"":""6""},{""S"":""2""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""9""},{""S"":""7""},{""S"":""5""},{""S"":""5""},{""S"":""8""},{""S"":""1""},{""S"":""9""},{""S"":""4""},{""S"":""7""},{""S"":""4""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""9""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""10""},{""S"":""5""},{""S"":""7""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""8""},{""S"":""10""},{""S"":""4""},{""S"":""8""},{""S"":""10""}]","2004703213","900","1440","female","","3"
"66e3cf1b-fec4-4d35-aabb-7d9e3d75bc32","52","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""4""},{""S"":""9""},{""S"":""8""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""8""}]","747933402","864","1536","female","","2"
"73ff11da-c1a6-4b5f-98c4-3f10c6df4b6b","19","[{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""5""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""9""},{""S"":""6""},{""S"":""10""},{""S"":""5""},{""S"":""2""},{""S"":""4""},{""S"":""4""},{""S"":""2""},{""S"":""6""},{""S"":""7""},{""S"":""9""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""1""},{""S"":""7""},{""S"":""9""},{""S"":""5""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""6""},{""S"":""5""},{""S"":""8""},{""S"":""9""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""3""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""9""},{""S"":""6""}]","1379330552","900","1440","male","""The space made it hard to memorize since there is more space to look at. Also when there is no order, it is harder to remember the pattern. ""","1"
"6ea4fee5-82c5-4c7e-a26e-82e253f1b1cb","19","[{""S"":""6""},{""S"":""4""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""8""},{""S"":""7""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""7""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""8""}]","'-1817180058","900","1440","female","","2"
"be089937-dcab-4ac4-8b3c-45754d124e39","21","[{""S"":""6""},{""S"":""3""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""9""},{""S"":""8""},{""S"":""6""},{""S"":""6""},{""S"":""4""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""10""},{""S"":""6""},{""S"":""8""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""6""},{""S"":""2""},{""S"":""10""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""6""},{""S"":""5""},{""S"":""8""},{""S"":""1""},{""S"":""7""},{""S"":""4""},{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""9""},{""S"":""10""},{""S"":""5""},{""S"":""8""},{""S"":""10""},{""S"":""3""},{""S"":""6""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""9""},{""S"":""4""},{""S"":""7""},{""S"":""9""}]","372151510","864","1536","female","","3"
"d04e73b3-7814-4662-9a8e-f5ba96512d06","21","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""8""},{""S"":""6""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""6""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""9""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""2""},{""S"":""7""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""8""}]","1883919007","1050","1680","female","","2"
"062f5177-1c2a-434f-b423-e36644d5c49f","20","[{""S"":""9""},{""S"":""3""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""9""},{""S"":""4""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""9""},{""S"":""5""},{""S"":""10""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""9""},{""S"":""7""},{""S"":""5""},{""S"":""6""},{""S"":""9""},{""S"":""1""},{""S"":""8""},{""S"":""4""},{""S"":""6""},{""S"":""4""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""5""},{""S"":""8""},{""S"":""9""},{""S"":""3""},{""S"":""5""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""4""},{""S"":""8""},{""S"":""9""}]","'-2075525583","900","1440","female","","3"
"764fa12c-1fc5-4e8d-900e-7a51cd6c8d8b","24","[{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""5""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""9""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""5""},{""S"":""3""},{""S"":""8""},{""S"":""4""},{""S"":""2""},{""S"":""6""},{""S"":""7""},{""S"":""9""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""1""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""9""},{""S"":""4""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""3""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""10""},{""S"":""6""}]","1737275193","1080","1920","male","","1"
"ef6761e3-cba7-482e-8213-9bdf1111dbc6","54","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""10""},{""S"":""7""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""7""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""5""},{""S"":""10""}]","'-1285257559","1080","1920","female","","2"
"8600b4ab-f19c-43e9-a626-15a3851745ed","56","[{""S"":""5""},{""S"":""3""},{""S"":""9""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""9""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""4""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""10""},{""S"":""8""},{""S"":""5""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""2""},{""S"":""10""},{""S"":""9""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""1""},{""S"":""7""},{""S"":""4""},{""S"":""8""},{""S"":""4""},{""S"":""8""},{""S"":""8""},{""S"":""9""},{""S"":""9""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""3""},{""S"":""7""},{""S"":""10""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""4""},{""S"":""7""},{""S"":""10""}]","'-2056654307","852","393","female","","3"
"f8e26be3-51cf-4861-b762-c3e49990c0d9","19","[{""S"":""6""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""4""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""6""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""5""},{""S"":""3""},{""S"":""8""},{""S"":""4""},{""S"":""2""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""7""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""7""},{""S"":""6""},{""S"":""8""},{""S"":""8""},{""S"":""5""},{""S"":""6""},{""S"":""8""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""3""},{""S"":""7""},{""S"":""5""},{""S"":""10""},{""S"":""8""},{""S"":""6""}]","'-1402979373","900","1440","female","","1"
"afbcaaca-6bca-4f43-8a8e-800e9a3a4ee6","19","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""9""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""7""},{""S"":""7""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""6""},{""S"":""6""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""6""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""9""}]","538432989","900","1440","male","","2"
"29acfd57-70f3-4cee-971d-31cdc178aa37","18","[{""S"":""6""},{""S"":""4""},{""S"":""6""},{""S"":""7""},{""S"":""7""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""8""},{""S"":""10""},{""S"":""8""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""10""},{""S"":""10""},{""S"":""7""},{""S"":""7""},{""S"":""10""},{""S"":""10""},{""S"":""9""},{""S"":""7""},{""S"":""4""},{""S"":""8""},{""S"":""9""},{""S"":""6""},{""S"":""10""},{""S"":""9""},{""S"":""6""},{""S"":""5""},{""S"":""5""},{""S"":""3""},{""S"":""4""},{""S"":""1""},{""S"":""9""},{""S"":""7""},{""S"":""8""},{""S"":""7""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""5""},{""S"":""7""},{""S"":""10""},{""S"":""3""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""7""},{""S"":""5""},{""S"":""7""},{""S"":""6""},{""S"":""2""},{""S"":""6""},{""S"":""5""},{""S"":""7""},{""S"":""8""},{""S"":""6""},{""S"":""5""},{""S"":""7""}]","'-54089275","1080","1920","other","The bright squiggly line image you use as a transition between the test images could be a little bit easier on the eyes. I had a feeling of mild eyestrain seeing it flashing over and over as I clicked through","2"
"a5473d10-957d-47b0-a4d5-a68ffc0ea2c8","21","[{""S"":""7""},{""S"":""9""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""9""},{""S"":""5""},{""S"":""5""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""9""},{""S"":""10""},{""S"":""5""},{""S"":""6""},{""S"":""6""},{""S"":""7""},{""S"":""10""},{""S"":""6""},{""S"":""10""},{""S"":""6""},{""S"":""8""},{""S"":""5""},{""S"":""3""},{""S"":""8""},{""S"":""4""},{""S"":""3""},{""S"":""6""},{""S"":""7""},{""S"":""9""},{""S"":""4""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""1""},{""S"":""8""},{""S"":""9""},{""S"":""5""},{""S"":""6""},{""S"":""7""},{""S"":""9""},{""S"":""8""},{""S"":""8""},{""S"":""5""},{""S"":""9""},{""S"":""10""},{""S"":""4""},{""S"":""6""},{""S"":""8""},{""S"":""10""},{""S"":""3""},{""S"":""7""},{""S"":""4""},{""S"":""10""},{""S"":""9""},{""S"":""6""}]","'-1904272829","926","428","female","","1"
